ID,sellerRating
583,1364
584,1364
585,1364
586,1364
587,1364
588,1364
589,1364
590,1364
591,1364
592,1364
593,1364
594,1364
595,1365
596,1365
597,1365
598,1365
599,1365
600,1365
601,1365
602,1365
603,1365
604,1365
605,1365
606,1365
607,1365
608,1365
609,1365
610,1365
611,1375
612,1386
613,1386
614,1386
615,1390
616,1390
617,1390
618,1402
619,1405
620,1405
621,1405
622,1405
623,1405
624,1405
625,1405
626,1405
627,1405
628,1464
629,1515
630,1540
631,1545
632,1545
633,1545
634,1545
635,1545
636,1545
637,1545
638,1545
639,1545
640,1545
641,1545
642,1545
643,1545
644,1545
645,1545
646,1545
647,1545
648,1545
649,1545
650,1545
651,1545
652,1545
653,1545
654,1545
655,1545
656,1550
657,1550
658,1550
659,1550
660,1550
661,1550
662,1550
663,1550
664,1550
665,1553
666,1553
667,1560
668,1581
669,1602
670,1620
671,1634
672,1634
673,1634
674,1634
675,1635
676,1635
677,1635
678,1635
679,1635
680,1645
681,1645
682,1647
683,1647
684,1647
685,1647
686,1647
687,1647
688,1647
689,1647
690,1661
691,1661
692,1719
693,1719
694,1779
695,1809
696,1809
697,1842
698,1842
699,1842
700,1853
701,1853
702,1853
703,1853
704,1853
705,1853
706,1853
707,1853
708,1853
709,1853
710,1922
711,1948
712,1954
713,2016
714,2016
715,2016
716,2016
717,2016
718,2038
719,2046
720,2046
721,2046
722,2046
723,2046
724,2046
725,2046
726,2046
727,2046
728,2046
729,2046
730,2046
731,2046
732,2046
733,2046
734,2046
735,2046
736,2046
737,2046
738,2046
739,2046
740,2089
741,2132
742,2162
743,2162
744,2162
745,2163
746,2163
747,2168
748,2168
749,2168
750,2168
751,2168
752,2168
753,2168
754,2168
755,2168
756,2168
757,2168
758,2168
759,2168
760,2168
761,2168
762,2168
763,2168
764,2168
765,2168
766,2168
767,2169
768,2169
769,2179
770,2179
771,2179
772,2179
773,2179
774,2179
775,2189
776,2191
777,2191
778,2191
779,2191
780,2220
781,2220
782,2220
783,2220
784,2220
785,2220
786,2220
787,2220
788,2220
789,2286
790,2286
791,2286
792,2319
793,2358
794,2358
795,2358
796,2358
797,2358
798,2358
799,2358
800,2382
801,2404
802,2427
803,2427
804,2427
805,2427
806,2427
807,2427
808,2427
809,2433
810,2433
811,2638
812,2638
813,2638
814,2638
815,2638
816,2695
817,2695
818,2695
819,2695
820,2695
821,2695
822,2695
823,2695
824,2695
825,2695
826,2695
827,2695
828,2696
829,2696
830,2696
831,2696
832,2696
833,2711
834,2731
835,2731
836,2760
837,2944
838,2944
839,2944
840,2956
841,2991
842,2991
843,2991
844,2991
845,2991
846,2991
847,2991
848,2991
849,2992
850,2992
851,2992
852,2992
853,2992
854,2992
855,2992
856,2992
857,2992
858,2992
859,2992
860,2992
861,2992
862,2992
863,2992
864,2992
865,2992
866,2992
867,2992
868,2992
869,2993
870,2993
871,2993
872,2993
873,2993
874,2993
875,2993
876,2993
877,3004
878,3004
879,3004
880,3004
881,3004
882,3004
883,3004
884,3004
885,3004
886,3004
887,3004
888,3004
889,3004
890,3004
891,3057
892,3057
893,3114
894,3115
895,3115
896,3115
897,3115
898,3115
899,3115
900,3115
901,3227
902,3227
903,3227
904,3227
905,3227
906,3246
907,3249
908,3249
909,3249
910,3249
911,3249
912,3249
913,3249
914,3249
915,3249
916,3249
917,3249
918,3249
919,3249
920,3249
921,3249
922,3249
923,3249
924,3249
925,3249
926,3249
927,3249
928,3249
929,3249
930,3249
931,3249
932,3249
933,3249
934,3249
935,3249
936,3249
937,3249
938,3249
939,3249
940,3249
941,3249
942,3249
943,3249
944,3249
945,3249
946,3249
947,3249
948,3249
949,3249
950,3249
951,3249
952,3249
953,3249
954,3249
955,3249
956,3249
957,3249
958,3249
959,3249
960,3249
961,3249
962,3249
963,3249
964,3249
965,3249
966,3249
967,3249
968,3249
969,3249
970,3249
971,3249
972,3249
973,3249
974,3249
975,3249
976,3249
977,3249
978,3249
979,3249
980,3249
981,3249
982,3249
983,3249
984,3249
985,3249
986,3249
987,3249
988,3249
989,3249
990,3249
991,3249
992,3249
993,3249
994,3249
995,3249
996,3249
997,3249
998,3249
999,3249
1000,3249
1001,3249
1002,3249
1003,3249
1004,3249
1005,3249
1006,3249
1007,3249
1008,3249
1009,3249
1010,3249
1011,3249
1012,3249
1013,3249
1014,3249
1015,3249
1016,3249
1017,3249
1018,3249
1019,3249
1020,3249
1021,3249
1022,3249
1023,3249
1024,3249
1025,3249
1026,3249
1027,3249
1028,3249
1029,3249
1030,3249
1031,3249
1032,3249
1033,3249
1034,3249
1035,3277
1036,3277
1037,3277
1038,3277
1039,3306
1040,3325
1041,3375
1042,3375
1043,3375
1044,3375
1045,3385
1046,3385
1047,3385
1048,3385
1049,3385
1050,3385
1051,3385
1052,3385
1053,3385
1054,3385
1055,3385
1056,3385
1057,3385
1058,3385
1059,3385
1060,3385
1061,3385
1062,3385
1063,3613
1064,3613
1065,3613
1066,3613
1067,3613
1068,3613
1069,3613
1070,3613
1071,3613
1072,3613
1073,3613
1074,3613
1075,3613
1076,3613
1077,3613
1078,3613
1079,3613
1080,3613
1081,3613
1082,3613
1083,3864
1084,3864
1085,3864
1086,3864
1087,3896
1088,3955
1089,4028
1090,4153
1091,4153
1092,4366
1093,4397
1094,4397
1095,4397
1096,4398
1097,4398
1098,4398
1099,4457
1100,4457
1101,4457
1102,4556
1103,4641
1104,4680
1105,4680
1106,4790
1107,5017
1108,5017
1109,5052
1110,5202
1111,5257
1112,5257
1113,5257
1114,5257
1115,5257
1116,5257
1117,5257
1118,5257
1119,5257
1120,5257
1121,5257
1122,5257
1123,5292
1124,5292
1125,5350
1126,5350
1127,5350
1128,5450
1129,5450
1130,5450
1131,5701
1132,5701
1133,5701
1134,5701
1135,5701
1136,5701
1137,5701
1138,5701
1139,5701
1140,5701
1141,5701
1142,5701
1143,5701
1144,5701
1145,5701
1146,5701
1147,5701
1148,5701
1149,5701
1150,5701
1151,5701
1152,5701
1153,5701
1154,5701
1155,5701
1156,5701
1157,5701
1158,5701
1159,5701
1160,5701
1161,5701
1162,5701
1163,5701
1164,5703
1165,5721
1166,5769
1167,5811
1168,5812
1169,5812
1170,6586
1171,6621
1172,6787
1173,6904
1174,8101
1175,8101
1176,9003
1177,9003
1178,9003
1179,9003
1180,9003
1181,9003
1182,9003
1183,9003
1184,9003
1185,9003
1186,9003
1187,9003
1188,9003
1189,9003
1190,9003
1191,9003
1192,9003
1193,9003
1194,9003
1195,9747
1196,10067
1197,10067
1198,10067
1199,10067
1200,10067
1201,10067
1202,10067
1203,10067
1204,10067
1205,10067
1206,10067
1207,10067
1208,10067
1209,10067
1210,10067
1211,10067
1212,10067
1213,10067
1214,10067
1215,10067
1216,10067
1217,10067
1218,10067
1219,10067
1220,10067
1221,10067
1222,10067
1223,10067
